"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke"," ",,"75","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"76","1713312597319","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"77","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"78","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","b",,"79","1713312597776","design1.txt","1.1.5 for 2021-2022 @t1",,"b",,,,,
"X-Keystroke","e",,"80","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"81","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","U",,"82","1713312599328","design1.txt","1.1.5 for 2021-2022 @t1",,"U",,,,,
"X-Keystroke","s",,"74","1713312597122","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"75","1713312597185","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"76","1713312597319","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"77","1713312597391","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"78","1713312597480","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","b",,"79","1713312597776","design1.txt","1.1.5 for 2021-2022 @t1",,"b",,,,,
"X-Keystroke","e",,"80","1713312597848","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"81","1713312597911","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","U",,"82","1713312599328","design1.txt","1.1.5 for 2021-2022 @t1",,"U",,,,,
"File.Edit","U","","81","1713312599327","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","U",,"82","1713312599328","design1.txt","1.1.5 for 2021-2022 @t1",,"U",,,,,
"File.Edit","","U","81","1713312599891","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","[","","81","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","[",,"82","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1",,"[",,,,,
"File.Edit","u","","82","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"83","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","U","","81","1713312599327","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","U",,"82","1713312599328","design1.txt","1.1.5 for 2021-2022 @t1",,"U",,,,,
"X-Action","Backspace",,,"1713312599890","design1.txt","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","U","81","1713312599891","design1.txt","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","[","","81","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","[",,"82","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1",,"[",,,,,
"File.Edit","u","","82","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"83","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","[",,"82","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","u",,"83","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","p",,"84","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke",",",,"85","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"86","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"87","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"88","1713312603943","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"89","1713312604040","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"90","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"91","1713312604208","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke",",",,"92","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"93","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","d",,"94","1713312604761","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","[",,"82","1713312601783","design1.txt","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","u",,"83","1713312602135","design1.txt","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","p",,"84","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke",",",,"85","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"86","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"87","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"88","1713312603943","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"89","1713312604040","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"90","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"91","1713312604208","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke",",",,"92","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"93","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","d",,"94","1713312604761","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","p","","83","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"84","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit",",","","84","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"85","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","85","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"86","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","86","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"87","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","87","1713312603941","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"88","1713312603943","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","88","1713312604039","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"89","1713312604040","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","89","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"90","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","90","1713312604207","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"91","1713312604208","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit",",","","91","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"92","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","92","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"93","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","d","","93","1713312604760","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"94","1713312604761","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","o","","94","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"95","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","w","","95","1713312604952","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","w",,"96","1713312604953","design1.txt","1.1.5 for 2021-2022 @t1",,"w",,,,,
"File.Edit","n","","96","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"97","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit",",","","97","1713312605302","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"98","1713312605303","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit","p","","83","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"84","1713312602344","design1.txt","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit",",","","84","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"85","1713312602560","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","85","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"86","1713312602656","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","86","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"87","1713312603887","design1.txt","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","87","1713312603943","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"88","1713312603943","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","88","1713312604040","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"89","1713312604040","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","89","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"90","1713312604111","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","90","1713312604208","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"91","1713312604208","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit",",","","91","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"92","1713312604383","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","92","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"93","1713312604499","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","d","","93","1713312604760","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"94","1713312604761","design1.txt","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","o","","94","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"95","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","w","","95","1713312604952","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","w",,"96","1713312604953","design1.txt","1.1.5 for 2021-2022 @t1",,"w",,,,,
"File.Edit","n","","96","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"97","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit",",","","97","1713312605302","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"98","1713312605303","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke","o",,"95","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","w",,"96","1713312604953","design1.txt","1.1.5 for 2021-2022 @t1",,"w",,,,,
"X-Keystroke","n",,"97","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke",",",,"98","1713312605303","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"99","1713312605426","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"100","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","e",,"101","1713312605864","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"102","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"103","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","]",,"104","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1",,"]",,,,,
"File.Edit"," ","","98","1713312605424","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"99","1713312605426","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","99","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"100","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","100","1713312605863","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"101","1713312605864","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","101","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"102","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","t","","102","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"103","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","]","","103","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","]",,"104","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1",,"]",,,,,
"File.Edit"," ","","98","1713312605424","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"99","1713312605426","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","99","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"100","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","100","1713312605863","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"101","1713312605864","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","101","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"102","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","t","","102","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"103","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","]","","103","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","]",,"104","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1",,"]",,,,,
"File.Edit"," ","","104","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"105","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","(","","105","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"106","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","i","","106","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"107","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","107","1713312609296","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"108","1713312609297","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","108","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"109","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","109","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"110","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","110","1713312609630","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"111","1713312609631","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","111","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"112","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit",")","","112","1713312610774","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"113","1713312610775","design1.txt","1.1.5 for 2021-2022 @t1",,")",,,,,
"X-Keystroke"," ",,"105","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","(",,"106","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","i",,"107","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"108","1713312609297","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"109","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"110","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"111","1713312609631","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"112","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke",")",,"113","1713312610775","design1.txt","1.1.5 for 2021-2022 @t1",,")",,,,,
"X-Keystroke","o",,"95","1713312604848","design1.txt","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","w",,"96","1713312604953","design1.txt","1.1.5 for 2021-2022 @t1",,"w",,,,,
"X-Keystroke","n",,"97","1713312605015","design1.txt","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke",",",,"98","1713312605303","design1.txt","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke"," ",,"99","1713312605426","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"100","1713312605711","design1.txt","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","e",,"101","1713312605864","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"102","1713312606008","design1.txt","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"103","1713312606217","design1.txt","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","]",,"104","1713312607583","design1.txt","1.1.5 for 2021-2022 @t1",,"]",,,,,
"X-Keystroke"," ",,"105","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","(",,"106","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","i",,"107","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"108","1713312609297","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"109","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","g",,"110","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","e",,"111","1713312609631","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"112","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke",")",,"113","1713312610775","design1.txt","1.1.5 for 2021-2022 @t1",,")",,,,,
"File.Edit"," ","","104","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"105","1713312608728","design1.txt","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","(","","105","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"106","1713312608911","design1.txt","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","i","","106","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"107","1713312609199","design1.txt","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","107","1713312609296","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"108","1713312609297","design1.txt","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","108","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"109","1713312609407","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","g","","109","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"110","1713312609496","design1.txt","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","e","","110","1713312609630","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"111","1713312609631","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","111","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"112","1713312610071","design1.txt","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit",")","","112","1713312610774","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"113","1713312610775","design1.txt","1.1.5 for 2021-2022 @t1",,")",,,,,
"X-Action","Enter",,,"1713312621951","design1.txt","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","10","1713312621953","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","h","","10","1713312622317","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"11","1713312622317","design1.txt","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","a","","11","1713312622399","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"12","1713312622400","design1.txt","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","v","","12","1713312622492","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"13","1713312622492","design1.txt","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","e","","13","1713312622599","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"14","1713312622599","design1.txt","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","14","1713312622728","design1.txt","1.1.5 for 2021-2022 @t1","Insert",,,,,,
